,id,name,review_count,rating,price_rank
25,5NozM00bG2f6OL1b3RlMNw,Tattoo Garage Tattoo and Body Piercing,24,5.0,$$
26,T9hU6v2s1WVFO1lEAWfeWg,Tattoo Mayhem,6,4.0,$$
27,G_Ua9LIqQB78TaW5st4nWA,Faded Needles,5,5.0,$$
28,WN1Tg2p99_NMy7G1TfWgFA,The Studio Phantasmagoria,1,5.0,
29,PGoJFuiZr0HbDDC-Cifhgg,Jinx Proof Tattoo & Body Piercing,51,4.5,$$
30,QXqASQ7TLBn78MRTezxYEw,Leathernecks Tattoo,39,4.5,$$
31,-3j4DDTgQitnJbp0LfI9-A,Devil’s Ink Tattoos,1,5.0,
32,ZojIc6ixQrlavca1TOICHg,Area 6 Tattoo Studio,1,5.0,
33,xBDrWzaaBtYBAqOjxXMbZw,jackie tattoo,3,2.5,
34,HUkSdfYvA1zf5gWmahyqsg,Hustlers Parlour,9,5.0,$$
35,y_lYp_0dAGD9V63UdHGk_A,Aztec Ink,29,4.5,$$
36,494fqJdrIe3pW-jBY9fgJg,7 Souls Tattoo,10,4.0,$$
37,Nvikg8NTfmmayuC8qWuVZA,Handsome Devil Tattoo Company,16,4.5,$$$
38,nPFxeoOeR8ZN5nBcBzM3bQ,Full Moon Tattoo,4,5.0,$$
39,PqmMNup9N0LBVtfUqyj9yw,Unique Tattoos & Body Piercing,1,5.0,
40,-EfSqk5ZiyQSCFffnAoXCw,B-52 Tattoo,5,5.0,
41,ABgvtf1h2id6Cwm_sJpieg,Clash City Tattoo,12,4.5,$$
42,jlUe1DnU24kjAvcKO2jiiQ,223 Tat-2,2,5.0,
43,H_fO6zVUWdx5cUNtFBXb1w,Dragonfly 2,12,3.5,$$
44,3dFogJUtKWavuoLx9Ii4rQ,Inklightened,19,5.0,$$
45,vSJsIxAge26PJRBw1rdFBw,Silk City Tattoo,24,4.5,$$
46,ESTqw7IIJk-vsEBKNf-UYQ,Itzocan Tattoos,10,4.5,$$
47,bFp8incV0NGmOp8Kdli3bg,Blood Sweat & Tattoos,11,4.5,
48,nnFXR5pKegUNfsJYLI9kOQ,Nobu Tattoo,1,5.0,
49,Md6_ITpIO9oOd3R9GPW-3g,Wyld Chyld Tattoo,50,4.0,$$
0,rDhmIFeDf7WZQBYl4GC0lw,Skin Deep Tattoo Uniondale,20,3.5,$$
1,9riMz3T27LKEA4BSiD7uWg,421 Ink,1,5.0,
2,2ipABi5yoaABdHhAh0onyw,Denise De La Cerda Tattoo,4,5.0,$$
3,_2_1-oeiA5E2Xx30pwHafg,Clockwork Tattoo,5,5.0,$$
4,pX_t9G-yRcTt1SgG33jnew,Ink Bound Tattoo Studio,4,5.0,
5,tSMR8uFoAbL4UvLHruUfAA,Infamous Body Ink,2,3.0,
6,mzZw1tfBaqT4vHtED8g2Ew,Olga Lucia Permanent Cosmetics,5,5.0,
7,xXqfv_Epb_nZPFVdSbSocg,6 Skulls Tattoo,27,4.5,$$
8,1BZtv7Z-5mDi__PJ29jKeQ,Electric Shock Tattoo,4,5.0,$$
9,dAIWV_mahhnePav8PUHGDg,Inkline Studio,14,4.0,$$$$
10,XhrjDWkeSYRFonrFRRPGoA,Addiction NYC,182,3.5,$$
11,EAiI1j3MT7A4s6yS_BQzSw,Hole In the Sky Tattoos,37,4.5,$$
12,MvX6O73G0h5if-s0iAnYZA,Mobile Ink Tattoos,2,5.0,$$
13,PiMA4kdoZtvE58ZnxQ8PzA,Kane Ink Tattoos,3,5.0,$$
14,yRu10bf16Z99q8rPXQN0kQ,Brass Knuckles Ink,2,5.0,$$
15,gzuxjtv6JHxe78ZRMhnJ6A,The Heights Ink & More,3,5.0,
16,yw2GF1bOZ4FwiLLFCekeFw,Lone Wolf Tattoos,16,4.5,$$
17,QhTP5exjo-5egTat7zo3Tw,Inborn Tattoo & Piercing,46,4.5,$$
18,vtMzSOBhtvSPa5pZyYIcZw,Black Horse Tattoos,13,4.5,$$
19,UZ9RUs2--PEOBIxh3kjoNA,Subversive Tattoo Parlor,1,5.0,
20,evDKuR0RpoCybQEJQEGQhA,House Of Ink,13,3.5,$$
21,DYGDAtm-bVFRzXI88KYcJw,Tattoo Society Studio,1,5.0,
22,PjI6XH6DKNzAJRM7PdoAdg,Bayonne Tattoo Company,6,4.5,$$
23,5pt5ynvAZysQelRmPbWNAQ,Jerzey Ink Tattoo Parlor,16,4.5,$$
24,yMeCUdXnwniRZpFacgMYjw,Drip Uptown,2,5.0,
25,b-E6rvpbK4qOMPLKI3PhtQ,Tattoos By Lexy,1,5.0,$$
26,VDyvUscmDQYY7qlu1MhgzQ,Skin Deep Tattoo,11,3.5,$$
27,inDnI6USRzD3y6qJ04KKHg,Village Pop NYC Tattoo,100,3.0,$$
28,6rfDFMCUatWQiruIiG75_g,Designs by Michael Angelo,12,5.0,$$
29,TeXInl5UM3DVszDMKQ96kw,Powerhouse Tattoo & Body Piercing,36,4.0,$$
30,OoEYOCJYI5h0yRapmVoN2g,Royal Ink Gallery,1,5.0,
31,L4orNxMcGwtPZTjDcIcPgw,NY Empire State Tattoo Expo,1,4.0,
32,0lHLjL0iCCLcDqP9X5Wjiw,Bound For Glory Tattoo,46,4.5,$$
33,5a7YUXlKexNuOaKf9i9tCw,Torres Tattoo Parlor,11,4.0,$$
34,HRe2ymehK_rke4XRiG4jHw,Holey Moley Tattoos,5,4.0,$$
35,WoKzjlyG-a4dJXqwaGi_3g,Tori's Place,48,5.0,$$
36,kzI6nhwH_46c7SwWTIk97A,El Underdog Tattoo Parlor,5,5.0,
37,510Yw3yD9wPQMcBmJmVNOg,Pyramid Ink Tattoo,2,5.0,$$
38,zlqAu1Y8HMNMHf2NxmX9EQ,NYC Tattoo Convention,2,4.5,
39,qwVyC49SscM2iOLZOTXV5A,Suite206ix,7,3.5,
40,bsONKnTYOvljAOEbp6nbCQ,"Ahimsa Piercing Studio, Fine Jewelry & Medical Aesthetics",81,5.0,$$
41,R3ft-5OTbqByYOZmIQKIbw,Damm Nice Tattoo and Body Art,1,5.0,
42,0Da6GIJgEfL0EGB3nhCqKw,Vinny's Tattoo & Body Piercing,10,4.0,$$
43,bEwRSlKsIsJXBtPPCtD1zg,Lucky's Tattoo Parlor,11,3.5,$$
44,1us0xqB2p6RQi9oky9QWTQ,Kastattoo,1,5.0,$$
45,j1jJWV9B0Uyo4CK734B_6Q,Hard Knox Tattoo Studio,8,4.5,$$
46,fl-X5qBM9I1tSw7OA0wvLQ,pirate love gypsy tattoo shop,1,5.0,
47,tVr1SUp0oWmmehqXyw_skA,Permanent Beauty by Andrea,11,5.0,$$
48,kNWxlnXaAVAGfLNiPWLMvw,Milk and Honey Tattoo Parlour,11,4.5,
49,bdLKv9De9W1bKbOvcipscg,Richmond Tattoo NYC,4,5.0,
0,NX3uIZQ770fCOcD4h93xLQ,Love Machine,2,5.0,
1,g8XDBywiNuYnEIYu1j1i_w,Lupitas Tattoos,9,3.0,$$
2,LrJHCWjdEZono5840-Iiug,Three Kings Tattoo - Long Island,7,4.5,
3,g0JOEzdRjoxkBhIBSRqZSA,Damm Nice Tattoos and Body Art,9,4.5,$$$
4,8jf_XJ2bfV8g_ohhNZZ1qA,Addicted To Ink,48,4.0,$$
5,p12dS2OSxGWw3Bvl89UK2Q,Bardadim Tattoo,4,5.0,
6,eSdo_vebiuEyYz8vtXkw_g,The Ink Lab Tattoo,5,2.0,$$$
7,YQytpyLKFGWYAQUlYuaS4g,Sons of Ink - Tattoo,17,1.5,
8,Rm_aZM9mjJn47Ha2Qf3Jkg,Dude's Tattoos * Bronx,3,5.0,$$
9,QXO7gOOBH_1QTc5CxhMJ_w,TattD7oose Ink,1,5.0,
10,yQOIKH3YUTBBHI8mmzbvig,Big Joe & Sons Tattooing,22,4.0,$$
11,bCHZ8GZO-NOvLt__ADdjYQ,cholitos plakasitos,7,4.5,
12,aTjeD3pVNu5FCGphGBEybg,Eddie's Ink Tattoo,7,3.0,$
13,wL3KuLw0wI396yTi_Ld3tQ,Broken Heart Tattoos,12,5.0,$$
14,9j7_Vz0ErRfjPWIItcjZ8g,Art2Inkstudio,5,3.5,
15,sLSseUCacNTFdKgG8XyKLQ,Smoke N Ink,1,3.0,
16,YKsJKz4mqp4KdN9EVV_7kA,Red Dragon Tattoo,31,3.5,$$
17,bBy2zEsjTVVCbtKzMuFs7g,7 Tattoo Gallery,2,5.0,
18,tfrw5RFNKQym3OW1cxxaSw,Grin Stylez,4,4.0,
19,hdI-jqs9Kfct_Sp5SX32Qw,Nyc Ink,179,4.5,$$
20,pmwDfUwYpTWYeKsT6e52TA,Garden State Tattoo,3,5.0,
21,Q4g8UZQ-MsLQzvQuwKBzxg,Untouchable Inks,8,4.5,$$
22,nTdlPubeBxLUMqQZ2pAhPQ,Inkwell Body Art,4,5.0,$$
23,CJrb3jlIeiFci5chG7qCXw,Fancy Faces NYC,4,5.0,
24,RH32MVoHWhBmx3JJOM-fSA,Gallery of Ink,3,5.0,
25,mLXR54sjqrX1_7XjU0HRjA,Murda Ink Tattoo's Inc,6,3.5,$
26,ziRa7SxuAkhLYHT0MkX1KA,Hudson Beauty Bar,11,5.0,
27,YRWj-X-ifV5dgKxi9b5hPA,So Gold Studios,5,5.0,
28,LVl1DrYL7-lp4410ACPcHg,Kapital Piercings Tattoos & Family,30,4.5,$$
29,5FTsNZXzZTIl9rj7EwTuqg,Big Joe & Sons Tattooing,53,3.5,$$
30,1uAyhKkmSMZJBt9n6_4g7A,Eddie's Ink Tattoo,3,2.5,
31,iCTzZhjT3orzsh1Muk2XMQ,Tattoo Seen & Piercing,28,3.5,$$
32,yqhsMRoX_FP3GT6XyObNLg,Ron & Dave's Tattooing,19,4.5,$$
33,Y2-dtd1eCcb8FnG8ypOVjg,Crazy Tattoos,3,4.0,$$
34,5vtrs8cOgp7exIbiq-k3kA,Blackwork Tattoo Studio,24,4.5,$$
35,m_yxAWq_cuC_gaMtamu9cw,Memo's tattoos,9,2.5,
36,xY2QB6ng5qPtOlYa0DtWLQ,Eternity Ink Tattoos,7,3.5,$$
37,4_z-cJnEHNOzBMHlpnY48w,Bullseye Tattoo Shop,47,4.0,$$
38,4S1xRccthLt-sIo1KTUuKg,Puncture Tattoo Studio,9,4.0,$$
39,9plxX4seK3gSZk163fBhTA,Aesthetinks Studio,3,5.0,
40,wUmOVGvuN8fIA26hZ2Elww,Starlight Tattoo,47,4.0,$$
41,ziUqdrbAi8YiJzrh_AgNrA,Skull Tattoos,1,5.0,
42,n4XXHROXu98OVW7havxB5Q,The Tattoo Connection,2,3.0,
43,nDrwskWG-BOuZwYWozo5xw,Invisibleself Piercing & Jewelry,67,5.0,$$
44,Xd4m2l77qLBybGiYZzrKFA,NYC Tattoo Shop,32,3.0,$$
45,sHEDymrKYTPkFeqcEvGaSg,Ink By Spyder,2,3.0,
46,Sfy3IXM1nINxtat4Mqd9AA,Anarchy 16 Tattoo Studio,2,3.0,$$
47,8yivRtbdHaRXyYT7r6TOlQ,Champion Tattooing,14,3.5,$$
48,9-wEHtA8CFz2Ep2LzNhrdQ,The Abyss Fine Art & Tattoo Studio,2,3.0,
49,uvU_ZZxcYz9BABLD9miIqw,Live by the Sword Salon,14,5.0,
0,uihek9xOsj1NMAS-FfjaNQ,Laurel,42,4.5,$$
1,vA1erbTKEBk1S_624mpVTQ,Chinatown Tattoo,2,4.0,$$
2,vW6ryzPnBZ6FgHwSL9BhMA,Inkheart Tattoo,1,5.0,$$
3,SJVMJNXIColCaAHGsyiljQ,Caesar Tattoo,5,3.5,$$$
4,-4moWvXxU-hDblfAhoPaJw,Ink Gallery Tattoo Shop,18,4.5,$$
5,m188rpi3i-ycQdVLaqO3nw,Spades Tattoo,7,4.5,$$
6,7gROoRBgitGaCGb65YiR0w,Skin Deep Tattoo,4,3.0,$$
7,Miba07DZDbrE6i7pyBVOFA,Tony's Tattoos,17,3.0,$$
8,uz5R3KaoNREh6ne8U-qKug,Masterpiece Tattoo,14,4.5,$$
9,KE3mm3ImQZtv93njSA5DiA,Villain Tattoo Studio,3,4.0,$$
10,NKLCD6SkYrIs0bljPp0ujQ,Only Glory Tattoo,2,3.0,$$
11,U-HeMRFV86VJNkgEWr9MOQ,Andromeda Studio 33,84,3.5,$$
12,N0TNBXl6Rik1vJ_qlJnAkQ,Your Choice Tattoo,6,4.5,$$
13,RYV8wYH884_8Ci5Gwwl19w,Magpie Tattoo,1,5.0,
14,S71Or_KSjH77mlNP0ZaOlw,Gothic City Ink,5,3.0,$$
15,AoCXMHZsdrBW11Vc0jp9Yw,Alex Wings 2,1,5.0,
16,LDGKbUePABGkE703r02NIA,Ink Couture,48,4.0,$$
17,YVmOB65DbQik51TuLqVGMQ,The Ink Gallery,6,4.5,$$$
18,rJqmB3F93EwLxUSKFLGg1w,Attractive Tattoo,9,3.5,
19,l8OJXi_KmNwfMk-MGcWfTw,Crimson culture,4,5.0,$$
20,XY5QxVYY3P-RrLxPiX6ypA,Village Streetwear,43,4.0,$$
21,1472QFxEHKrkhDUfHYod6Q,Maria Tash,352,4.0,$$$
22,Jk1rkE9t38z7-3tvgxVpiQ,Be Be Day Spa,6,3.5,$$
23,D6M1XLEDfrUqetqDgXF7UQ,7 Doors Tattoos,1,1.0,
24,dLGWwbq_9b5fTso68ivbqw,Thicker Than Blood Tattoo Studio,11,4.0,$$
25,WuRhwYVfzVE2P9Eu-23pSA,Elite Jewelry Co,162,4.5,$$
26,GUFtMzfV0h231JCoEJ5v-w,InkStained Tattoo Studio,23,4.0,$$$
27,sFTG5tPppA4nACcv36Qrsg,Tattooville & Body Piercing,15,4.0,$$
28,fkBFgVkk2WG09nqg7eLUlA,Salon Enhancements Aesthetics,1,5.0,
29,LJMQxLJvu1q0gkhUvTM7aQ,High Roller Tattoo Studio,17,3.5,$$
30,kWLwRV9bHV4FH0GM8ub4MA,Screamin' Ink Tattoo,32,3.5,$$$
31,3sViFR6Ps5mbWTOrjgSJJA,Amsterdam Ink Tattoo Gallery,3,2.5,
32,8YqDS4-lIBGzmrux_Aj02w,Bronx Ink,2,4.0,
33,8ec4EoVWcIlrUKdRiFTJkg,Tattoo Tribe,10,4.0,$$
34,PsUB5cNYYc5gTtQIqUKMwg,The Catrina Ink,6,3.5,$$
35,0_lW5eyym8JJ8D2Um-h-HQ,Art N Soul Tattoo Studio,23,3.5,$$
36,R4Zjq6OFgVB5nZ6DpE-WFg,Industrial Art,4,5.0,$$
37,DLdpbW8tlun9JBRIC7Bt2w,Aura Beauty Center,11,4.0,$$
38,S6gKPZeC-weG29RNrmpdMg,Harlem Hype Tattoo & Body Piercing,26,3.5,$$
39,itt5GLxgRHhNGtljjF6p0g,CHARMED by Ro - Tooth Gems & Charms,1,5.0,
40,TRqKzeluj7LeHeUz6X2bEA,La Tinta De La Santa Muerte,3,5.0,
41,7AJLOSV-t0SiQ-CyTBW7Rw,The Brow Clinique,5,5.0,
42,QTt2gXUJ2zWzHNecYos3Hw,Kings County Tattoo Co,6,3.5,$$
43,rQj_jO-M4WvOVnXNFuyeEw,Inkjection Tattoos,3,4.5,
44,dMZP3kmU5MSZj-s992mpNA,Unimax Supply Company,35,3.5,$
45,vio9MdVQ-i8k7qALkhQ9fQ,Art Is Life Ink,3,2.5,$
46,-Xl6_Pz0ZSiFExwGg8pZNQ,Beautifeye Beauty,6,5.0,
47,4nj5IL6N-uC2HN9-brqZmA,Space Ace Tattoo,1,5.0,
48,8iU-0Rb8YfEflApOfz5rEA,Rock City Tattoo,25,3.0,$$
49,diOC0P64JfKhwzw8S_zaaA,Crazy Tattoo2,1,1.0,
0,rklM3MJlcs05gsIkXcY7xQ,Divine Light Tattoos,1,5.0,
1,UipvZrBakCAe5O_7kV0bNw,Tattoo Asylum 2,1,5.0,
2,uHmSUXQa8Vmfo_ZaQu0rwQ,Big Steve Tattoos,1,5.0,
3,0JxwymTKGo2IkZX4z8iPjQ,Victorian Ink,1,5.0,$$
4,oUtqgYZV1V678-PHXIB1Ig,EdTattoos,1,4.0,$$
5,39a8AaLoDzoFY3SLs3n4GQ,Only You Tattoo,1,4.0,
6,ZrMI19eR_bhzuUShiJ6fMA,Marion Taylor Tattoo,9,2.5,$$
7,40HgbqfYGAvqe6lytx88aA,Jay's Tattoo Mania,19,4.0,$$
8,lvvEztSRdHSOFqjrypOyZw,Bad Intentionz Tattooz,4,4.0,$$
9,0TlGHy3ogstqlAFzXK7DTQ,Rotten Apple Art Alley,2,1.0,$$$
10,Tw70M6CUTlPSgu0mVdecAg,Topcutterz Barbershop,3,3.5,
11,uwab-EsqFmg59BGlyQWLlw,Modern Age Tattoo,2,4.0,$$
12,p85KeNKX_uxHO0L7thXG9A,Clinical Ear Piercing,96,5.0,$$
13,W8eDCz4FS1fcMjQcCOK0_A,East Coast Ink,1,5.0,
14,OgpLzm936NGZtUYD2FumDg,Industrial Art Tattoo & Body Piercing,12,3.0,$$$
15,Ico-bX2y23ESV8O3500Dbw,Ink Zone,3,1.5,$$$$
16,n--2DLmRFtKDzJKvwn97Rg,Inksworth,1,5.0,
17,q172gLstDdMoFsxHG_fpLg,13 Magnum Tattoo Shop,1,1.0,
18,327fLLD31SEVhhZ_ayfLZA,Kait Paige Beauty,1,5.0,$$
19,SClGJVswJWbTV4CoykNj9g,Live by the Sword Tattoo,1,1.0,
20,YQS2VAI5Cq3q5neSCUhzqQ,LDC Ink Masters,1,1.0,
21,PPued2rco6aIS83tv6wJvw,Village Tattoo,1,1.0,
22,UaPhEHPFU349VPJSDtsYVg,Body Art Studios,5,3.0,$$
23,SSAUD_Ft3Wb92v9COy4YYg,Fat Kat Tattoo,31,3.5,$$
24,twO-m8_5CeKprz8qErFU-w,Village Bazaar,6,2.5,$$
25,v5s6Cf9r3JYbPXp7OIaejA,Tattoo Heaven,4,2.0,$$$
26,9pURzwqHrH9UKjQL4J06Rw,Village Dreams,3,2.5,$$
27,RMPDNTefBPJ3fu1ze2K9Yg,Village Dream Inc,9,2.0,$$
28,TpkZWn4uTybkTkVZTSw6RQ,Grit N Glory,51,4.5,$$
29,KHZtjPTp0gOUGcCTNDxFTQ,Fineline Tattoo,52,4.5,$$
30,NaeFLrksTETtXfcmFDAhRQ,Painted Moon,1,4.0,
31,rJQFav2gE64G_1qJCnW9tA,Taboo Tattoos,7,3.0,$$
32,78IPAEKAC-7rFD7CYkCkIA,LDC ink tattoo,3,1.0,$$
33,Jze7d1edX_DjY13OU1Mn9A,Honeycomb Hair Studio,2,4.5,
34,oRj3jvjC96j2ethq3yUvkQ,Flawless Permanent Makeup By Elsa - Staten Island,1,5.0,
35,zc4j-y2uGBdxHQW0iEGXeQ,New Face Tattoo,2,1.0,
36,rmnC5qpgqO5Wll1v_8S9_Q,Pleasurable Body Piercing,98,4.0,$$
37,OysryrPCtkIYDF7f-mNbqw,Frequency,3,3.5,$$$$
38,0k5sgb-oklbBz6v_6ISwnA,Aztec Ink,6,3.0,$$
39,DrFJi5ROJtAft0mgETCeXA,Shells Tattoos,3,2.5,$$
40,dg06_f_E98b-J37WlKQ7tg,New Rainbow Hair and Nail Salon,11,4.0,$
41,ouOunn19lacazqQuzlgKDg,Blaze Tattoo,1,1.0,
42,KFxTMdgpFAeW6h4S3NYxZg,Precision Spa,25,4.0,$$
43,AftIDBxBwQ5Ud-85Lu4Muw,Camila Rocha,1,5.0,
44,37WNx-FfREWMx_RUco7Txw,Painted Soul Arts,3,2.5,
45,FeD6ngoJjlVLmiWhbso_GQ,Skin Attack Tattoos Inc,3,2.0,$$
46,hWAMAGPbIrKMB8BaoHD1Iw,A R T Academy of Responsible Tattooing,4,2.5,$$
47,i-UeMGSau0gJClDfiFYHqQ,Distinction Ny,3,2.0,$$
48,g6QDuvCgIZcau5368l6BIg,Victory Art & Tattoo,14,5.0,$$
49,m9-NYuPFcCB7MxG-a7JAwA,New York Hardcore Tattoo,41,5.0,$$
